b'#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive #BringBackLokiAlive\xe2\x80\xa6 https://t.co/ed2111btQn'
b'#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive #BringBackLokiAlive\xe2\x80\xa6 https://t.co/sMSyQ6ozaC'
b'So I finally saw #AvengersInfinityWar and I just- https://t.co/svGL6iu8Qd'
b'#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive #BringBackLokiAlive\xe2\x80\xa6 https://t.co/oHn2gvBBSg'
"b'Loki never was a villain, Loki has always been a victim\n#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy\xe2\x80\xa6 https://t.co/X7luw1PtvZ'"
b'RT @PaulbettanyC: Tomorrow important day.  Who knows what happens tomorrow? \xf0\x9f\x98\x8a\n\n#paulbettany #SoloAStarWarsStory #drydenvos #AvengersInfinit\xe2\x80\xa6'
b'RT @bananasandfox: #AvengersInfinityWar #Thorki #Strucky #IronBanner #peterparker #DoctorStrange https://t.co/sXl3Iqtq48'
b'New tweet session #JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive\xe2\x80\xa6 https://t.co/kNW6jiKsGD'
"b'RT @FasterMK: \xe0\xa4\xb0\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb6- \xe0\xa4\x95\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\x82 #AvengersInfinityWar \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\x86\xe0\xa4\xaf\xe0\xa4\xbe, \xe0\xa4\x85\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9b\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xa8 \xe0\xa4\x85\xe0\xa4\x97\xe0\xa4\xb0 \xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\xb2 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9a\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\x97 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x8f \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x89\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 ?\n.\nMe- \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80, \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe \xf0\x9f\xa4\x94\xe2\x80\xa6'"
b'2\xe5\x9b\x9e\xe7\x9b\xae\xe8\xa1\x8c\xe3\x81\x8f\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe3\x81\x9f\xe3\x81\xa0\xe3\x81\xae\xe3\x82\xac\xe3\x83\x81\xe5\x8b\xa2\n#AvengersInfinityWar https://t.co/XYPeKRADzY'
b'RT @Great_Katzby: I don\xe2\x80\x99t care that he\xe2\x80\x99s going to be resurrected in the next movie and that #AvengersInfinityWar just went for emotional ma\xe2\x80\xa6'
"b'RT @aitesamfarooq02: ""And if you died... I feel like that\'s on me.\nI don\'t need that on my conscience.""\n#Spiderman #Peterparker #Tomholland\xe2\x80\xa6'"
b'#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive #BringBackLokiAlive\xe2\x80\xa6 https://t.co/Fis68ggMN5'
"b""RT @WebbedMedia: Once we hit 1000 followers we'll pick a winner for the signed #AvengersInfinityWar poster (see our pinned tweet). We have\xe2\x80\xa6"""
b'#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive #BringBackLokiAlive\xe2\x80\xa6 https://t.co/TmrkZSzINI'
b'RT @JennyQTa9: lol \xf0\x9f\xa4\xab\xf0\x9f\xa4\xab\xf0\x9f\xa4\xab yes i\xe2\x80\x99m watching #AvengersInfinityWar and tweeting and keeping an eye on cryptos #bitcoin #btc $btc at da same time.\xe2\x80\xa6'
b'\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\n\n@RobertDowneyJr @jimmy_rich #RobertDowneyJr #AvengersInfinityWar #Avengers4 https://t.co/vezPkmjtEl'
"b""RT @OWtlier: I'm channeling @MarkRuffalo for today's @MomoCon Bruce Banner #Cosplay. #MomoCon2018 #Avengers #AvengersInfinityWar @Marvel ht\xe2\x80\xa6"""
b'Abuse in Asgard 3/3 #JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive\xe2\x80\xa6 https://t.co/0pXornRhYd'
"b'RT @m_peach1997: ""I promise you, brother\nThe sun will shine on us again.""\n\xe2\x80\x94 Loki Odinson\n#Loki #avengersinfinitywar #infinitywar #infinityw\xe2\x80\xa6'"
b'Abuse in Asgard 2/3\n #JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive\xe2\x80\xa6 https://t.co/t5gos39ERo'
b'RT @CLCannonAuthor: Finally!\n\n#avengersinfinitywar #infinitywar #avengers #firstmovieoftheyear #movies #cinemark #loki #thor #ironman #visi\xe2\x80\xa6'
"b""RT @wgtc_site: Was #AvengersInfinityWar's Ending A Bit Disingenuous? - https://t.co/doKNa3yHxY https://t.co/fJ5cwmbL1p"""
b'Abuses in Asgard 1/3\n#JusticeForLoki  #Loki \n#LokiDeservedBetter #LokisArmy #Lokiday #BringLokibackalive\xe2\x80\xa6 https://t.co/Yr1N7PiIWG'
"b""RT @radicles_: [#AvengersInfinityWar | #thor #rocketraccoon #groot]\nhe's not mad this time because its a term of endearment but thor is on\xe2\x80\xa6"""
b'RT @CumberThailand: [\xe0\xb8\x8b\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2] Avengers Tour by \xe0\xb9\x80\xe0\xb8\x88\xe0\xb8\xa1\xe0\xb8\xaa\xe0\xb9\x8c \xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb9\x80\xe0\xb8\x94\xe0\xb8\x99 \xe0\xb8\x8a\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\x87\xe0\xb9\x84\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x95\xe0\xb8\xb9\xe0\xb8\x99\n\n#AvengersInfinityWar #InfinityWarsTH https://t.co/zua7fpzltr'
b'RT @ShahrulEjat: 342 Days Left to Avengers 4. The Hype will never be gone\xf0\x9f\x98\x8d\n@twt_grafik @twt_seni\n\n#marvel #avengersinfinitywar #avengers #i\xe2\x80\xa6'
b'RT @luoman19921: #AvengersInfinityWar https://t.co/byrgP70Tmr'
"b'RT @m_peach1997: ""I promise you, brother\nThe sun will shine on us again.""\n\xe2\x80\x94 Loki Odinson\n#Loki #avengersinfinitywar #infinitywar #infinityw\xe2\x80\xa6'"
"b'RT @FasterMK: \xe0\xa4\xb0\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb6- \xe0\xa4\x95\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\x82 #AvengersInfinityWar \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\x86\xe0\xa4\xaf\xe0\xa4\xbe, \xe0\xa4\x85\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9b\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xa8 \xe0\xa4\x85\xe0\xa4\x97\xe0\xa4\xb0 \xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\xb2 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9a\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\x97 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x8f \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x89\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 ?\n.\nMe- \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80, \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe \xf0\x9f\xa4\x94\xe2\x80\xa6'"
"b'\xe0\xa4\xb0\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\xb6- \xe0\xa4\x95\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x88\xe0\xa4\x82 #AvengersInfinityWar \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\x86\xe0\xa4\xaf\xe0\xa4\xbe, \xe0\xa4\x85\xe0\xa4\x9a\xe0\xa5\x8d\xe0\xa4\x9b\xe0\xa4\xbe \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xa8 \xe0\xa4\x85\xe0\xa4\x97\xe0\xa4\xb0 \xe0\xa4\xa4\xe0\xa5\x87\xe0\xa4\xb2 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9a\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\x97 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x8f \xe0\xa4\xa4\xe0\xa5\x8b \xe0\xa4\x89\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87 ?\n.\nMe- \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe2\x80\xa6 https://t.co/Tnlv1xmDgR'"
b'#MoreSteveBuckyInAvengers4\n@Marvel @Russo_Brothers @MarvelStudios \n#InfinityWar  \n#AvengersInfinityWar \n#Avengers4\xe2\x80\xa6 https://t.co/bRu99QKLcv'
b'#MoreSteveBuckyInAvengers4\n@Marvel @Russo_Brothers @MarvelStudios \n#InfinityWar  \n#AvengersInfinityWar \n#Avengers4\xe2\x80\xa6 https://t.co/hsp6xwQPMK'
b'#MoreSteveBuckyInAvengers4\n@Marvel @Russo_Brothers @MarvelStudios \n#InfinityWar  \n#AvengersInfinityWar \n#Avengers4\xe2\x80\xa6 https://t.co/1Gr6241tGX'
"b'""Sanctum Sanctorum"" + All Tees $14 Memorial Day Sitewide Sale! https://t.co/sVX8yUUqOl #DoctorStrange\n\n#marvel\xe2\x80\xa6 https://t.co/swB9Rt6R2I'"
"b""RT @Roku6enashi: I'm painting Thanos &amp; Avengers Fuck in Wakanda! For next month's reward!!(Still in progress)\nhttps://t.co/2Sw8Sr9CNm\n\xe6\x9d\xa5\xe6\x9c\x88\xe3\x83\xaa\xe3\x83\xaf\xe3\x83\xbc\xe2\x80\xa6"""
b'RT @FilmQuote_TH: \xe0\xb8\x82\xe0\xb8\xad\xe0\xb9\x82\xe0\xb8\x97\xe0\xb8\xa9\xe0\xb8\x97\xe0\xb8\xb5 \n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb9\x82\xe0\xb8\xa5\xe0\xb8\x81\xe0\xb8\x9b\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb8\x97\xe0\xb8\xb3\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\n\n- Ironman (2018)\n\n#InfinityWarTH #AvengersInfinityWar https://t.co/1EFXnV1ApE'
b'RT @tjc257: Have You Seen The Gas Prices Lately?\n\n#comicbooks\n#AvengersInfinityWar \n#Avengers \n#gasprices \n#Hulk \n#InfinityWar \n#AvengersIn\xe2\x80\xa6'
b'RT @ggamwan: \xe0\xb8\x96\xe0\xb8\xb8\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x97\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xaa \xe0\xb9\x80\xe0\xb8\xa7\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x8a\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\xab\xe0\xb8\xa2\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\x87\xe0\xb8\x9a \n#AvengersInfinityWar \n#\xe0\xb8\x81\xe0\xb8\xb9\xe0\xb8\x88\xe0\xb8\xb0\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa2\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb9\x80\xe0\xb8\xab\xe0\xb9\x87\xe0\xb8\x99\xe0\xb8\xa3\xe0\xb8\xb9\xe0\xb8\x9b\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\xa7 https://t.co/tdl3xagL1w'
b'RT @PABAKASsae: \xe0\xb8\x84\xe0\xb8\xa7\xe0\xb8\xa3\xe0\xb9\x80\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb9\x81\xe0\xb8\x81\xe0\xb9\x8a\xe0\xb8\x87\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb9\x80\xe0\xb8\x82\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb8\xa1 Avengers \xe0\xb8\x84\xe0\xb9\x88\xe0\xb8\xb0 \xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\x9a\xe0\xb8\x81\xe0\xb8\xb9\xe0\xb9\x89\xe0\xb9\x82\xe0\xb8\xa5\xe0\xb8\x81\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\x97\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\x87\xe0\xb9\x81\xe0\xb8\xa1\xe0\xb9\x89\xe0\xb8\x88\xe0\xb8\xb0\xe0\xb8\xaa\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\xb1\xe0\xb8\xaa\xe0\xb8\xaa\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\x95\xe0\xb8\xb2\xe0\xb8\xa1\xf0\x9f\x98\x82\n\n#AvengersInfinityWar #\xe0\xb8\x88\xe0\xb8\x87\xe0\xb8\xad\xe0\xb8\x98\xe0\xb8\xb4\xe0\xb8\x9a\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x9e\xe0\xb8\xa5\xe0\xb8\xad\xe0\xb8\x95\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb9\x83\xe0\xb8\xab\xe0\xb9\x89\xe0\xb8\xae\xe0\xb8\xb2\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe2\x80\xa6'
"b'RT @MCU_Tweets: AVENGERS 4 will likely be longer than #AvengersInfinityWar, according to the @Russo_Brothers: ""It could easily be a 3-hour\xe2\x80\xa6'"
b'RT @ggamwan: \xe0\xb8\x96\xe0\xb8\xb8\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\x97\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xaa \xe0\xb9\x80\xe0\xb8\xa7\xe0\xb8\xad\xe0\xb8\xa3\xe0\xb9\x8c\xe0\xb8\x8a\xe0\xb8\xb1\xe0\xb9\x88\xe0\xb8\x99\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\xab\xe0\xb8\xa2\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\x87\xe0\xb8\x9a \n#AvengersInfinityWar \n#\xe0\xb8\x81\xe0\xb8\xb9\xe0\xb8\x88\xe0\xb8\xb0\xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xa2\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb9\x80\xe0\xb8\xab\xe0\xb9\x87\xe0\xb8\x99\xe0\xb8\xa3\xe0\xb8\xb9\xe0\xb8\x9b\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89\xe0\xb8\x84\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x94\xe0\xb8\xb5\xe0\xb8\xa2\xe0\xb8\xa7 https://t.co/tdl3xagL1w'
b'https://t.co/Ts9NLlUA7r\n#AshishOneplus6Avenger Bro I want this phone because i do filming like i make trailers paro\xe2\x80\xa6 https://t.co/Qy2E9QELxJ'
b'RT @WebbedMedia: WORLDWIDE GIVEAWAY: Want to win an #AvengersInfinityWar poster signed by #SpiderMan himself @TomHolland1996? Follow us and\xe2\x80\xa6'
b'RT @araijain: Movie Review - @Avengers: Infinity War #AvengersInfinityWar @SterKinekor @TheMallofAfrica #MARVEL #TheLifesWay https://t.co/v\xe2\x80\xa6'
"b""RT @WebbedMedia: Letitia doesn't know if Shuri survived the events of #AvengersInfinityWar. But if she did survive, she'll be happy to temp\xe2\x80\xa6"""
b'Watching @TomHolland1996 turn to dust has made me cry for two days #notoverit #AvengersInfinityWar'
b'RT @Karnisy1: \xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb9\xe0\xb8\x99\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x81\xe0\xb8\xa1\xe0\xb8\xb1\xe0\xb9\x89\xe0\xb8\xa2\xe0\xb8\x84\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\xb2\xe0\xb8\xb2\xe0\xb8\xb2~ #thanos #MARVEL #AvengersInfinityWar #JoshBrolin #Gamora #InfinityWar #MarvelCinematicUniverse https://t\xe2\x80\xa6'
b'RT @webearsxcase: \xf0\x9f\x90\xbb\xe3\x85\xa1 #webearsxcase\n\n\xf0\x9f\x8e\x84 \xe0\xb9\x80\xe0\xb8\x84\xe0\xb8\xaa Avengers\n\xf0\x9f\x8c\x88 \xe0\xb8\x84\xe0\xb8\xa5\xe0\xb8\xb8\xe0\xb8\xa1\xe0\xb8\xa3\xe0\xb8\xad\xe0\xb8\x9a \xe0\xb9\x83\xe0\xb8\xaa\n\xf0\x9f\x8c\xbb \xe0\xb8\x94\xe0\xb8\xb3/\xe0\xb8\x82\xe0\xb8\xb2\xe0\xb8\xa7\n\xf0\x9f\x93\xb1 6/6+/6s/6s+/7/7+/8/8+/IX\n\xf0\x9f\x93\xae Price : 150\xe0\xb8\xbf \xf0\x9f\x92\x95\n\n#\xe0\xb9\x80\xe0\xb8\x84\xe0\xb8\xaa\xe0\xb9\x84\xe0\xb8\xad\xe0\xb9\x82\xe0\xb8\x9f\xe0\xb8\x99 #AvengersIn\xe2\x80\xa6'
b'#AvengersInfinityWar director #JoeRusso explains why it took one character longer to die #InfinityWar\nhttps://t.co/mhaY74BcPX'
b'RT @AmazingComicCon: Creator of #Thanos  &amp; #AvengersInfinityWar is coming to @AmazingComicCon LAS VEGAS! Meet *JIM STARLIN* June 29-30-July\xe2\x80\xa6'
b'\xe4\xb8\xad\xe5\x9b\xbd\xe3\x81\xae\xe5\x9b\xbd\xe5\x86\x85\xe8\x88\x88\xe5\x8f\x8e\xe3\x81\xae\xe4\xbb\x8a\xe6\x97\xa5\xe5\x87\xba\xe3\x81\x9f\xe7\x94\xbb\xe5\x83\x8f\xe3\x81\x8c\xe8\x87\xaa\xe5\x88\x86\xe3\x81\xae\xe8\xaa\x95\xe7\x94\x9f\xe6\x97\xa5\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x81\x86\xe3\x81\x93\xe3\x81\xae\xe3\x81\xa1\xe3\x82\x87\xe3\x81\xa3\xe3\x81\xa8\xe3\x81\x97\xe3\x81\x9f\xe5\xac\x89\xe3\x81\x97\xe3\x81\x95\n#AvengersInfinityWar https://t.co/6xk3vIyI4A'
b'The #OnePlus6 Midnight Black tho \xf0\x9f\x91\x8fThanks to @jamesj928 for the capture. Share your best #productphotography with\xe2\x80\xa6 https://t.co/rxNQYLsYgT'
"b""RT @ColbyCovMMA: Gamora, Loki &amp; Vison die. Spiderman turns to dust in Iron Man's arms. Dr Strange, Black Panther, Star Lord, Bucky, Drax &amp;\xe2\x80\xa6"""
